5.61,1.8,0.15,0.09,0.07,0.15,0.04,112.11,297.6,57.23,11
2.83,1.96,0.33,0.02,0.04,0.03,0.03,83.41,848.43,96.65,11
1.85,1.83,0.44,0.14,0.07,0.1,0.02,78.09,789.08,73.62,11
2.54,0.82,0.18,0.09,0.1,0.05,0.03,119.74,1253.01,52.27,11
10.67,1.09,0.15,0.14,0.15,0.07,0.02,5128.81,354.3,186.49,11
7.3,1.51,0.15,0.11,0.09,0.15,0.03,2520.66,545.39,41.7,11
9,1.05,0.11,0.12,0.1,0.1,0.02,4277.85,826.77,80.08,11
6.25,1.11,0.18,0.1,0.17,0.13,0.05,3547.08,310.41,61.81,11
17.26,2.53,0.18,0.15,0.13,0.12,0.05,3227,224.54,70.06,11
14.01,2.85,0.26,0.19,0.17,0.1,0.06,3970.95,286.81,116.28,11
5.47,1.63,0.34,0.04,0.1,0.07,0.04,2367.91,1045.41,54.11,11
6.48,1.56,0.12,0.1,0.22,0.09,0.07,3892.19,142.91,72.77,11
6.49,0.93,0.08,0.07,0.06,0.2,0.05,1612.96,864.92,41.67,11
6.02,2.6,0.15,0.12,0.13,0.17,0.06,2272.58,1643.25,71.64,11
5.01,2.97,0.16,0.12,0.05,0.05,0.06,102.56,1100.19,94.48,11
16.76,1.08,0.06,0.13,0.09,0.04,0.04,5472.06,736.53,94.58,11
8.61,1.32,0.19,0.14,0.1,0.15,0.03,3431.21,287.72,78.75,11
3.08,0.95,0.13,0.1,0.03,0.03,0.01,98.22,1247.62,52.8,11
7.72,1.13,0.13,0.1,0.12,0.11,0.05,2116.13,1111.82,45.01,11
7.34,1.51,0.29,0.14,0.2,0.1,0.03,3646.36,441.24,96.58,11
10.26,1.11,0.26,0.16,0.07,0.07,0.04,4992.35,808.6,98.85,11
3.25,1.33,0.47,0.08,0.08,0.09,0.03,118.89,1030.54,71.67,11
6.53,1.83,0.18,0.2,0.11,0.09,0.02,2851.19,305.69,70.35,11
9.91,1.81,0.15,0.13,0.21,0.12,0.01,3841.05,360.01,79.09,11
7.86,1.62,0.26,0.17,0.15,0.13,0.03,3868.52,442.93,88.89,11
3.32,1.22,0.34,0.09,0.12,0.07,0.02,92.75,168.07,49.41,11
8.36,1.33,0.22,0.13,0.18,0.14,0.01,4362.05,271.78,81.92,11
7.82,3.59,0.19,0.13,0.12,0.1,0.05,3632.9,851.98,150.04,11
4.65,2.04,0.38,0.14,0.07,0.17,0.02,121.42,1172.63,99.49,11
7.13,1.73,0.18,0.15,0.08,0.1,0.03,2825.71,170.8,65.43,11
5.26,0.73,0.19,0.16,0.11,0.07,0.02,4260.31,300.84,96.88,11
2.66,0.7,0.29,0.07,0.08,0.04,0.04,73.1,320.72,34.46,11
16.58,3,0.28,0.15,0.22,0.15,0.06,3939.5,209.7,94.85,11
8.35,0.91,0.29,0.14,0.12,0.07,0.03,4513.72,249.1,119.92,11
5.31,1.85,0.37,0.18,0.1,0.11,0.0052,169.03,306.98,112.28,11
9.41,2.03,0.44,0.11,0.2,0.12,0.01,3288.13,235.09,99.32,11
11.79,2.32,0.15,0.12,0.16,0.18,0.05,4277.42,412.27,102.25,11
7.3,2.59,0.11,0.12,0.12,0.16,0.03,1843.44,1750.05,74.85,11
2.87,1.52,0.57,0.12,0.05,0.03,0.02,92.37,1449.4,31.85,11
5.64,0.98,0.13,0.09,0.11,0.27,0.04,2877.21,1215.07,49.37,11
7.44,0.98,0.14,0.12,0.07,0.16,0.01,3610.3,849.43,61.37,11
11.07,1.03,0.17,0.11,0.09,0.11,0.01,3899.74,204.64,116.31,11
10.47,1.58,0.06,0.07,0.12,0.12,0.03,2284.72,1780.52,35.61,11
5.43,2.48,0.38,0.09,0.07,0,0.04,117.69,785.96,73.25,11
3.57,0.82,0.18,0.1,0.2,0.28,0.04,2590.86,1000.38,25.73,11
3.33,1.13,0.16,0.15,0.12,0.04,0.04,99.16,760.23,38.3,11
10.34,2.66,0.42,0.18,0.22,0.16,0.03,4064.9,260.52,155.41,11
2.18,1.12,0.35,0.1,0.04,0.04,0.03,81.11,1462.9,59.67,11
9.41,1.52,0.12,0.08,0.15,0.15,0.05,2208.01,1288.09,49.59,11
6.59,2.86,0.13,0.11,0.1,0.14,0.03,2715.54,1711.4,129.64,11
2.68,0.93,0.19,0.14,0.05,0.06,0.03,64.89,1320.7,52.83,11
2.93,1.77,0.56,0.17,0.05,0.1,0.06,114.75,1025.5,117.98,11
10.68,2.89,0.31,0.16,0.22,0.21,0.07,5237.22,312.61,82.9,11
7.1,0.92,0.15,0.05,0.13,0.16,0.03,1755.41,1349.06,29.16,11
11.39,1.92,0.15,0.12,0.13,0.2,0.02,1587.84,601.4,51.32,11
3.19,1.2,0.32,0.09,0.09,0.09,0.02,63.31,677.63,100.46,11
8.75,1.4,0.1,0.09,0.09,0.15,0.03,2330.93,1049.64,74.48,11
2.99,2.22,0.45,0.19,0.06,0.11,0.01,120.03,408.45,91.73,11
20.05,3.77,0.31,0.21,0.22,0.12,0.06,2920.49,226.32,91.22,11
5.62,0.67,0.21,0.2,0.13,0.07,0.03,5515.55,300.2,139.2,11
8.9,1.45,0.13,0.11,0.1,0.16,0.01,2587.51,1018.5,29.22,11
1.95,0.91,0.31,0.12,0.05,0.06,0.03,107.55,767.97,58.41,11
8.61,0.96,0.2,0.13,0.14,0.09,0.06,4786.41,243.06,133.76,11
8.96,2.2,0.26,0.18,0.3,0.13,0.05,3585.75,413.22,89.5,11
5.12,1.15,0.38,0.09,0.1,0.2,0.04,3040.49,558.13,114.81,11
8.41,1.1,0.28,0.18,0.14,0.13,0,4130.69,274.57,81.91,11
11.61,1.1,0.22,0.13,0.16,0.18,0.06,3492.66,1139.01,26.68,11
2.52,0.75,0.18,0.11,0.06,0.12,0.00493,74.6,903.79,47.79,11
5.35,1.64,0.54,0.2,0.16,0.14,0.02,3971.36,384.51,95.51,11
8.03,1.74,0.31,0.23,0.19,0.13,0.04,4275.94,344.94,99.53,11
2.25,1.03,0.34,0.12,0.02,0.06,0.03,85.91,338.3,70.48,11
10.36,1.68,0.13,0.04,0.13,0.13,0.05,1988.28,1426.44,49.6,11
11.94,2.33,0.35,0.19,0.25,0.16,0.07,3936.66,280.37,127.28,11
6.95,1.21,0.11,0.12,0.13,0.13,0.01,3768.15,202.17,67.53,11
6.39,1.07,0.07,0.1,0.11,0.16,0.03,2039.83,963.32,44.98,11
6.57,2.14,0.48,0.13,0.2,0.19,0.02,3951.56,359.96,109.31,11
7.64,1.22,0.17,0.12,0.16,0.27,0.04,3355.39,1130.95,40.16,11
10.37,1.28,0.24,0.19,0.2,0.14,0.03,4326.27,305.68,79.63,11
10.51,1.54,0.08,0.06,0.09,0.16,0.02,2376.36,1282.11,33.2,11
5.72,1.07,0.39,0.12,0.1,0.13,0.04,2294.57,685.46,55.4,11
18.18,3.41,0.19,0.15,0.29,0.11,0.07,3404.61,227.97,85.46,11
3.52,1.29,0.14,0.17,0.07,0.09,0.02,130.28,501.57,142.02,11
5.23,1.62,0.44,0.18,0.21,0.16,0.0055,3382.07,377.95,89.52,11
4.13,1.06,0.35,0.12,0.09,0.1,0.03,139.39,812.1,44.74,11
10.84,3.39,0.1,0.13,0.11,0.09,0.02,2016.37,1295.71,78.93,11
14.61,0.77,0.02,0.07,0.1,0.06,0.03,4103.46,683.47,61.46,11
14.13,2.5,0.22,0.16,0.22,0.18,0.03,4712.79,453.56,101.21,11
11.52,0.71,0.09,0.16,0.15,0.1,0.08,4861.23,1037.42,71.14,11
3.19,1.03,0.34,0.11,0.1,0.08,0.04,76.81,941.16,66.81,11
8.55,1.36,0.28,0.22,0.18,0.12,0.04,5037.11,235.81,121.61,11
8.69,1.79,0.17,0.08,0.08,0.24,0.02,1830.66,690.39,48.25,11
15.94,0.88,0.04,0.09,0.03,0.09,0.04,4810.14,544.96,63.85,11
10.16,1,0.32,0.17,0.12,0.18,0.03,4631.8,192.36,146.67,11
9.51,1,0.23,0.12,0.16,0.16,0.02,5008.07,287.77,88.19,11
16.14,2.5,0.46,0.18,0.25,0.23,0.07,3915.83,241.04,90.8,11
10.47,2.63,0.15,0.12,0.16,0.14,0.08,2699.6,863.18,118.35,11
9.68,2.54,0.48,0.29,0.19,0.15,0.08,3368.03,231.1,73.45,11
10.32,0.82,0.16,0.19,0.1,0.11,0.02,5487.91,244.17,124.01,11
18.42,2.98,0.21,0.23,0.28,0.11,0.07,3988.95,351.06,84.35,11
7.88,1.05,0.12,0.15,0.18,0.17,0.02,5408.53,390.75,132.51,11
11.71,2.28,0.11,0.24,0.09,0.13,0.03,4098.41,371.01,91.88,11
9.4,1.7,0.11,0.06,0.03,0.12,0.00912,1795.05,529.69,64.8,11
7.21,0.89,0.14,0.1,0.11,0.14,0.03,2590.39,237.88,31.39,11
2.7,1.05,0.35,0.02,0.01,0.06,0.03,135.49,1038.46,104.94,11
13.04,2.35,0.29,0.15,0.32,0.22,0.05,3760.37,407.18,75.31,11
6.08,0.83,0.34,0.12,0.16,0.18,0.03,3684.34,1655.8,121.1,11
7.45,1.26,0.12,0.16,0.08,0.21,0.04,2800.51,732.44,42.72,11
16.36,3.11,0.06,0.12,0.07,0.14,0.01,2041.28,1153.45,65.75,11
12.08,1.03,0.15,0.11,0.11,0.09,0.03,3863.83,193.68,109.39,11
3.1,0.75,0.29,0.17,0.03,0.07,0.05,138.94,91.89,133.47,11
4.81,1.2,0.52,0.14,0.16,0.2,0.01,2826.3,248.44,75.01,11
7.14,0.75,0.3,0.2,0.16,0.15,0.03,4228.88,276.68,90.7,11
11.27,2.45,0.22,0.16,0.28,0.15,0.02,3424.73,473,75.64,11
8.24,0.82,0.16,0.17,0.09,0.16,0.02,5122.9,328.73,58.48,11
13.65,2.48,0.18,0.16,0.24,0.21,0.05,2751.57,209.53,87.46,11
7.31,1.35,0.09,0.13,0.2,0.14,0.05,2746.06,821.81,26.88,11
14.98,2.77,0.25,0.19,0.3,0.2,0.05,2924.17,242.76,97.09,11
12.35,2.17,0.26,0.17,0.29,0.21,0.05,3871.48,226.18,149.43,11
14.51,1.47,0.03,0.07,0.1,0.17,0.06,2060.23,1833.31,34.08,11
17.23,2.73,0.34,0.15,0.26,0.29,0.06,4406.24,227.72,122.91,11
7.39,1.16,0.19,0.14,0.13,0.3,0.01,4461.7,993.9,114.44,11
7.93,3.1,0.26,0.23,0.17,0.19,0.03,3511.95,882.24,135.26,11
13.81,2.62,0.08,0.13,0.11,0.21,0.03,1929.74,1517.71,48.55,11
2.48,1.15,0.12,0.14,0.02,0.06,0.03,127.23,1318.47,103.38,11
8.84,1.55,0.06,0.08,0.17,0.34,0.04,3094.08,1391.29,63.65,11
8.3,2.27,0.76,0.2,0.25,0.19,0.07,3698.84,343.69,97.88,11
14,1.03,0.21,0.19,0.23,0.2,0.04,3909.19,1237.15,27.73,11
8.59,1.02,0.2,0.2,0.11,0.16,0.00804,4362.2,183.93,128.21,11
2.36,0.58,0.28,0.06,0.02,0.08,0.02,129.8,740.35,39.59,11
4.21,1.68,0.71,0.15,0.05,0.18,0.08,74.02,269.83,47.76,11
5.44,2.05,0.17,0.14,0.18,0.25,0.05,2474.34,1756.99,91.01,11
3.44,1.15,0.3,0.16,0.07,0.04,0.02,100.78,845.17,49.54,11
2.84,1.8,0.24,0.27,0.11,0.07,0.07,173.07,1229.71,163.87,11
18.4,1.98,0.24,0.24,0.15,0.06,0,5064.89,1008.24,91.74,11
18.01,2.94,0.14,0.18,0.26,0.21,0.07,4444.29,280.01,103.35,11
2.12,0.57,0.23,0.14,0.06,0.08,0.01,107.83,707.63,52.07,11
10.5,1.84,0.38,0.22,0.24,0.24,0.05,3884.25,272.32,130.09,11
2.68,0.45,0.16,0.1,0.19,0.27,0.05,2162.37,390.07,35.63,11
7.78,1.47,0.29,0.15,0.23,0.27,0.02,3905.61,904.97,150.04,11
3.64,2.41,0.3,0.11,0.03,0.04,0.03,114.51,951.3,93.6,11
2.68,1.49,0.41,0.18,0.05,0.2,0.02,121.52,842.02,98.93,11
0.95,0.54,0.37,0.28,0.06,0.08,0.06,126.78,252.09,85.05,11
9.73,2.92,0.2,0.16,0.18,0.18,0.07,1926.92,942.48,58.62,11
7.41,1.85,0.31,0.3,0.2,0.27,0.05,3147.06,290.1,93.7,11
3.83,0.76,0.09,0.17,0.15,0.2,0.05,1970.6,848.13,75.47,11
13.85,2.77,0.02,0.06,0.13,0.16,0.08,2084.5,1393.52,87.29,11
22.93,4.4,0.16,0.2,0.23,0.24,0.06,4481.06,461.72,95.01,11
7.48,1.98,0.21,0.17,0.13,0.24,0.06,1360.2,305.58,71.95,11
8.57,0.92,0.04,0.08,0.22,0.15,0.03,1977.94,935.02,28.61,11
7.93,1.47,0.12,0.14,0.19,0.17,0.03,2370.23,1518.61,37.55,11
2.67,0.82,0.47,0.12,0.07,0.07,0.03,62.56,561.62,47.39,11
10.02,1.9,0.13,0.16,0.22,0.2,0.04,1980.5,1422.63,47.7,11
9.51,1.37,0.17,0.23,0.33,0.19,0.05,4156.21,279.18,88.71,11
10.34,1.57,0.28,0.16,0.22,0.34,0.04,2640.59,799.47,90.84,11
8.91,1.48,0.38,0.29,0.21,0.18,0.04,4130.86,386.72,118.1,11
3.83,1.51,0.26,0.25,0.1,0.18,0.03,94.98,766.35,28.4,11
21.78,3.61,0.55,0.21,0.31,0.35,0.07,5243.49,343.58,148.57,11
12.84,1.95,0.27,0.32,0.24,0.2,0.03,4750.35,331.91,89.2,11
4.34,1.6,0.93,0.16,0.06,0.14,0.02,116.36,824.23,46.87,11
5.67,1.78,0.29,0.24,0.3,0.27,0.03,3477.28,258.92,129.73,11
2.5,0.98,0.48,0.22,0.06,0.08,0.02,93.4,649.32,39.25,11
15.6,3.64,0.15,0.16,0.11,0.16,0.03,2233.36,432.91,113.45,11
9.94,2.32,0.32,0.2,0.23,0.27,0.02,2285.64,1229.29,128.37,11
8.94,1.55,0.35,0.2,0.24,0.34,0.01,3700.29,332.17,108,11
5.6,1.73,0.33,0.15,0.22,0.35,0.06,2278.48,104.92,43.98,11
2.67,1.1,0.3,0.17,0.08,0.08,0.00395,112.08,398.63,101.24,11
8.75,1.91,0.32,0.24,0.21,0.41,0.01,2654.08,1008.56,88.58,11
9.1,2.38,0.21,0.22,0.4,0.29,0.06,2903.91,456.64,121.83,11
12.03,2.06,0.14,0.18,0.24,0.34,0.02,3488.09,1287.9,93.62,11
8.77,1.6,0.36,0.19,0.29,0.39,0.03,4296.35,980.82,90.27,11
4.65,1.49,0.33,0.37,0.11,0.12,0.05,140.04,1078.07,87.08,11
2.65,0.88,0.49,0.28,0.16,0.13,0.03,79.78,241.1,78.56,11
12.93,1.67,0.13,0.15,0.27,0.44,0.02,3428.42,671.5,103.83,11
5.33,0.65,0.13,0.26,0.05,0.1,0.02,3591.06,565.79,48.91,11
12.58,1.61,0.03,0.16,0.21,0.22,0.03,2146.92,1150.01,34.14,11
9.49,3.04,0.78,0.38,0.26,0.15,0.08,269.19,70.86,200.01,1
8.56,3.98,0.34,0.23,0.01,0.07,0.05,258.07,53.12,46.34,1
2.78,0.69,0.1,0.17,0.01,0.07,0.00836,149.16,36.42,52.39,1
5.05,0.64,0.26,0.24,0.08,0.04,0.02,349.46,59.71,118.81,1
5.23,1.27,0.04,0.01,0.07,0.03,0.04,193.22,56.62,182.67,1
4.11,1.44,0.46,0.26,0.03,0.05,0.01,190.88,53.4,181.59,1
7.81,2.62,0.58,0.45,0.18,0.08,0.02,174.48,59.31,70.26,1
2.85,1.54,0.67,0.25,0.05,0.06,0.06,186.2,78.73,61.83,1
19.45,4.48,0.62,0.49,0.17,0.11,0.07,196.93,41.84,71.62,1
0.48,0.15,0.27,0.14,0.05,0.05,0.00566,248.18,43.16,83.19,1
3.28,0.79,0.59,0.21,0.11,0.08,0.08,238.26,43.79,98.79,1
7.34,1.73,0.34,0.36,0.08,0.12,0,238.67,83.26,97.72,1
8.06,2.43,1.58,0.2,0.01,0,0.01,345.11,62.84,73.66,1
6.26,1.51,0.1,0.21,0.02,0.1,0.07,190.84,50.01,22.87,1
4.99,1.68,0.42,0.22,0.02,0.07,0.01,249.7,43.16,52.94,1
4.84,1.29,0.68,0.29,0.08,0.24,0.08,306.86,46.36,90.31,1
2.82,0.57,0.26,0.09,0.02,0.04,0.03,209.61,45.13,17.12,1
8.6,2.25,0.02,0.09,0.02,0.04,0.03,242.27,50.26,132.77,1
6.56,3.77,0.61,0.41,0.04,0.08,0.05,200.8,50.57,85.47,1
7.97,1.98,0.44,0.3,0.2,0.15,0.03,360.37,53.92,55.01,1
